0.814243 0.506446 0.302365 0.108704 -0.0367523 -0.142821 -0.215982 -0.286152 -0.320327 -0.354289 -0.366215 -0.378402 -0.385053 -0.386929 -0.389154 -0.378826 -0.376146 -0.359396 -0.354885 -0.343134 -0.334254 -0.317653 -0.300387 -0.292077 -0.271822 -0.250613 -0.221291 -0.192977 -0.156177 -0.142515 
0.842843 0.531694 0.303171 0.110605 -0.0395206 -0.145169 -0.241146 -0.286343 -0.335278 -0.359269 -0.380307 -0.388864 -0.395797 -0.397052 -0.397662 -0.391612 -0.382632 -0.369819 -0.360501 -0.351086 -0.328571 -0.325757 -0.29872 -0.29019 -0.263603 -0.242393 -0.216114 -0.170739 -0.151195 -0.131017 
0.843558 0.544475 0.315108 0.130968 -0.019931 -0.136462 -0.229849 -0.292475 -0.343583 -0.372484 -0.396876 -0.404594 -0.406583 -0.405836 -0.410554 -0.403947 -0.392563 -0.380299 -0.368002 -0.349601 -0.332039 -0.314766 -0.293688 -0.279007 -0.25715 -0.225626 -0.205135 -0.173034 -0.132037 -0.0859676 
0.864179 0.579378 0.319389 0.139743 -0.00732661 -0.135775 -0.236538 -0.305802 -0.346375 -0.381756 -0.400069 -0.416764 -0.417113 -0.420943 -0.41801 -0.409838 -0.401333 -0.384595 -0.368581 -0.351226 -0.326937 -0.315022 -0.28456 -0.279122 -0.238719 -0.217264 -0.19255 -0.159654 -0.121672 -0.0686677 
0.881915 0.587436 0.323016 0.15686 -0.00890792 -0.131816 -0.222558 -0.302227 -0.352787 -0.391988 -0.411712 -0.42605 -0.430277 -0.425176 -0.42132 -0.415709 -0.403012 -0.392421 -0.373469 -0.356055 -0.332265 -0.317606 -0.288868 -0.262152 -0.240721 -0.198111 -0.171307 -0.132918 -0.10554 -0.0497378 
0.864032 0.587398 0.358599 0.156043 -0.00335832 -0.131949 -0.222522 -0.300285 -0.361498 -0.391656 -0.418381 -0.433403 -0.431343 -0.432291 -0.428714 -0.419822 -0.402985 -0.394008 -0.379077 -0.352878 -0.336969 -0.296542 -0.284434 -0.253746 -0.220474 -0.198274 -0.133599 -0.120926 -0.0688648 -0.0308612 
0.8664 0.606192 0.372763 0.158128 0.0037176 -0.124453 -0.222441 -0.296116 -0.358883 -0.401363 -0.424626 -0.437179 -0.43959 -0.435479 -0.42965 -0.41618 -0.403798 -0.386939 -0.380459 -0.348414 -0.320921 -0.297949 -0.254512 -0.237274 -0.197131 -0.162894 -0.138946 -0.0834814 -0.0481343 0.00761823 
0.878283 0.619911 0.379819 0.163948 -0.000250044 -0.121713 -0.219741 -0.294105 -0.351063 -0.401457 -0.425703 -0.44109 -0.446757 -0.440222 -0.433875 -0.419017 -0.406771 -0.381496 -0.370905 -0.358465 -0.316993 -0.287029 -0.250774 -0.213468 -0.182259 -0.152378 -0.117894 -0.0895261 -0.0436806 0.035259 
0.865247 0.6167 0.369586 0.183935 0.00968694 -0.111515 -0.211767 -0.288972 -0.349804 -0.399049 -0.43013 -0.44244 -0.448358 -0.440906 -0.43442 -0.420522 -0.408922 -0.389217 -0.361845 -0.341335 -0.307883 -0.269476 -0.244811 -0.210591 -0.162513 -0.140664 -0.0826495 -0.0377899 -0.0111042 0.0669493 
0.848158 0.613099 0.403631 0.188375 0.0303935 -0.105778 -0.205825 -0.288855 -0.348538 -0.393604 -0.424001 -0.437956 -0.446229 -0.444182 -0.433025 -0.414191 -0.391982 -0.372677 -0.356953 -0.334309 -0.295659 -0.271752 -0.235934 -0.197159 -0.133227 -0.111483 -0.0582268 -0.00855586 0.0266562 0.0757612 
0.844754 0.598033 0.393408 0.195028 0.0285191 -0.0928287 -0.194771 -0.280563 -0.343426 -0.385343 -0.418979 -0.439525 -0.44772 -0.441023 -0.433899 -0.412494 -0.396309 -0.364432 -0.339937 -0.312174 -0.286333 -0.247214 -0.211283 -0.179816 -0.132277 -0.0653392 -0.0424763 -0.00285029 0.089265 0.105743 
0.84159 0.587588 0.389182 0.200279 0.0543272 -0.089568 -0.186964 -0.268464 -0.33854 -0.38143 -0.414935 -0.429677 -0.441222 -0.435325 -0.429214 -0.410099 -0.381941 -0.356219 -0.333781 -0.303399 -0.268312 -0.230196 -0.203373 -0.156242 -0.104688 -0.043525 0.0155239 0.0227835 0.0798763 0.149376 
0.823656 0.573137 0.390629 0.208524 0.0564468 -0.0785275 -0.181904 -0.26234 -0.326073 -0.371426 -0.406971 -0.42061 -0.432242 -0.433538 -0.417311 -0.399824 -0.376755 -0.333402 -0.313848 -0.275203 -0.246998 -0.200556 -0.15857 -0.146168 -0.0843217 -0.0245963 0.0196777 0.0918813 0.131234 0.204919 
0.807742 0.559391 0.398475 0.217407 0.0644482 -0.064468 -0.178449 -0.25265 -0.317177 -0.363452 -0.397714 -0.413048 -0.420564 -0.424563 -0.410273 -0.394099 -0.373231 -0.331101 -0.292621 -0.256279 -0.220433 -0.186004 -0.143323 -0.0946068 -0.0483526 0.012471 0.0550664 0.116947 0.187457 0.226672 
0.812905 0.585308 0.390745 0.208002 0.0690281 -0.0574589 -0.158646 -0.247341 -0.3055 -0.348001 -0.380642 -0.399913 -0.407776 -0.410883 -0.397298 -0.375481 -0.347338 -0.323174 -0.278257 -0.244783 -0.215089 -0.159745 -0.112937 -0.0632481 -0.0093288 0.0239328 0.0737561 0.154383 0.231467 0.276004 
0.811716 0.572515 0.3676 0.206826 0.0873131 -0.0474983 -0.140506 -0.227962 -0.29119 -0.340731 -0.370402 -0.391953 -0.394512 -0.392665 -0.383121 -0.367674 -0.328446 -0.298858 -0.256814 -0.20607 -0.182084 -0.116224 -0.0735523 -0.0345467 0.0159783 0.0666512 0.1335 0.186374 0.266789 0.357027 
0.826565 0.58535 0.3744 0.214663 0.0902891 -0.0389859 -0.12756 -0.216651 -0.274175 -0.319439 -0.351176 -0.369444 -0.377877 -0.360219 -0.358763 -0.347842 -0.304618 -0.286814 -0.241431 -0.174458 -0.147717 -0.104268 -0.040769 0.0138945 0.0671937 0.115802 0.169065 0.252668 0.320512 0.390103 
0.789102 0.559819 0.378001 0.21142 0.0906073 -0.0166934 -0.121471 -0.200756 -0.256162 -0.301704 -0.33369 -0.346311 -0.356835 -0.348687 -0.340424 -0.32159 -0.293568 -0.245893 -0.225082 -0.175518 -0.119316 -0.0658875 -0.0140135 0.0507322 0.1125 0.133298 0.218554 0.274727 0.374012 0.449181 
0.78989 0.582243 0.384151 0.214213 0.10193 -0.00456889 -0.105093 -0.182109 -0.24198 -0.285202 -0.310931 -0.330818 -0.338811 -0.332721 -0.306901 -0.293855 -0.276621 -0.217882 -0.188305 -0.138774 -0.0852758 -0.0222798 0.0137731 0.119423 0.124598 0.206436 0.27465 0.331144 0.401291 0.482441 
0.771293 0.575828 0.379823 0.222318 0.0942236 7.79819e-07 -0.0927911 -0.168041 -0.221352 -0.265013 -0.287098 -0.308187 -0.310333 -0.310803 -0.294464 -0.255227 -0.246209 -0.209365 -0.147131 -0.104401 -0.0601484 0.0291848 0.0645792 0.144657 0.23424 0.279916 0.359396 0.404192 0.470712 0.537279 
