-719.294 0 -719.294 13.6865
-717.838 1.02976 -716.382 21.0564
-718.685 0.974437 -720.379 19.719
-720.417 1.66821 -725.611 22.0467
-722.211 2.08724 -729.388 17.7437
-722.208 1.73937 -722.196 19.5275
-722.079 1.49569 -721.303 20.0523
-722.963 1.54786 -729.148 20.3837
-722.408 1.4718 -717.974 16.9688
-722.798 1.37523 -726.305 14.1894
-722.976 1.26166 -724.754 16.6502
-722.834 1.16451 -721.269 19.6657
-723.073 1.0992 -725.941 19.7497
-722.899 1.03434 -720.639 23.2245
-722.963 0.967375 -723.862 17.2545
-721.868 1.39549 -705.437 24.6763
-721.964 1.3167 -723.5 22.6656
-721.827 1.25064 -719.501 18.5759
-722.361 1.29402 -731.983 20.6221
-722.508 1.2376 -725.294 29.0196
-721.838 1.34769 -708.447 21.8253
-722.153 1.32261 -728.757 33.5271
-721.814 1.30775 -714.363 11.4124
-722.282 1.33436 -733.045 25.2176
-721.966 1.31792 -714.377 21.9662
-721.935 1.26759 -721.167 22.9728
-722.124 1.23468 -727.043 21.7532
-722.001 1.19671 -718.677 25.5817
-721.88 1.16156 -718.486 17.1056
-721.622 1.15115 -714.139 21.3332
