-953.57 0 -953.57 14.0049
-952.556 0.716733 -951.543 25.5179
-953.773 1.10187 -956.205 22.0254
-954.697 1.15033 -957.468 18.1251
-955.397 1.11329 -958.199 14.2505
-955.393 0.927753 -955.372 15.0621
-955.392 0.795218 -955.384 19.7388
-955.011 0.781664 -952.346 22.164
-954.974 0.695657 -954.684 22.9998
-955.018 0.627457 -955.411 16.241
-954.984 0.571338 -954.644 14.8654
-954.964 0.524086 -954.741 17.0908
-954.928 0.485024 -954.492 20.6272
-954.989 0.454309 -955.794 20.0404
-954.964 0.424705 -954.616 20.2161
-955.049 0.406543 -956.322 22.2868
-954.908 0.406567 -952.641 15.7619
-955.113 0.432954 -958.612 25.6079
-955.22 0.423171 -957.145 20.3406
-955.33 0.415865 -957.405 23.6095
-955.307 0.396671 -954.857 18.7167
-955.17 0.401665 -952.289 15.9861
-955.208 0.386004 -956.046 15.3687
-955.092 0.387038 -952.417 30.6038
-955.33 0.438899 -961.053 28.2131
-955.28 0.424848 -954.032 10.7339
-955.107 0.443157 -950.593 23.3069
-955.103 0.427342 -955.017 12.8071
-955.193 0.421933 -957.707 18.982
-955.291 0.418977 -958.117 20.3654
