14.1935 0 14.1935 0.404915
14.2082 0.0104169 14.223 0.73943
14.1706 0.0314871 14.0954 0.614026
14.1461 0.0317806 14.0724 0.509593
14.1277 0.0302446 14.0545 0.420037
14.1293 0.025244 14.1371 0.456857
14.13 0.021647 14.1341 0.57865
14.1391 0.0207638 14.2027 0.644809
14.1394 0.0184591 14.1419 0.71109
14.1393 0.0166134 14.1385 0.449818
14.1406 0.0151518 14.1533 0.450116
14.1386 0.01402 14.1166 0.49975
14.1387 0.0129417 14.1395 0.593479
14.1401 0.012103 14.1595 0.591868
14.1408 0.0113125 14.1496 0.609511
14.1376 0.0110305 14.0907 0.634299
14.1407 0.0107951 14.1895 0.455884
14.1363 0.0110389 14.0623 0.717109
14.136 0.0104619 14.1307 0.595324
14.1343 0.0100838 14.1011 0.699511
14.1353 0.00965304 14.1553 0.554855
14.1399 0.0102722 14.2375 0.458477
14.1365 0.0103851 14.0609 0.456674
14.139 0.0102402 14.1956 0.879797
14.1313 0.012358 13.9479 0.822006
14.1324 0.0119313 14.1599 0.323426
14.1364 0.0121258 14.2391 0.663335
14.137 0.0117075 14.1532 0.365868
14.1336 0.0117886 14.0382 0.543483
14.133 0.0114102 14.116 0.56717
