308.119 0 308.119 9.06607
307.139 0.692897 306.159 14.0226
307.709 0.655581 308.848 13.1091
308.827 1.08608 312.182 14.5587
309.995 1.35861 314.666 11.8123
309.969 1.13243 309.837 12.9022
309.862 0.975624 309.225 13.2652
310.437 1.00859 314.456 13.3183
310.066 0.962342 307.098 11.2913
310.33 0.901829 312.715 9.56609
310.449 0.827581 311.633 11.1788
310.353 0.764162 309.297 13.0762
310.503 0.720052 312.31 13.1039
310.382 0.678841 308.798 15.3916
310.427 0.635085 311.059 11.5971
309.713 0.912071 299.009 16.3729
309.769 0.860113 310.659 14.9692
309.679 0.817051 308.144 12.496
310.025 0.844319 316.261 13.6734
310.134 0.80907 312.199 19.272
309.686 0.885652 300.738 14.5989
309.889 0.868388 314.156 22.3846
309.658 0.860871 304.571 7.64495
309.966 0.878428 317.054 16.7902
309.756 0.868128 304.706 14.6608
309.74 0.83489 309.334 15.3085
309.863 0.813068 313.077 14.4991
309.782 0.78811 307.58 17.1247
309.701 0.765112 307.425 11.3089
309.535 0.757246 304.743 14.2797
