-3.6595 0 -3.6595 0.00344412
-3.65983 0.00023915 -3.66017 0.00504347
-3.66026 0.000383469 -3.66111 0.00462416
-3.65993 0.000403637 -3.65895 0.00430796
-3.6599 0.000324057 -3.65978 0.00407147
-3.66016 0.000360734 -3.66147 0.00317526
-3.66007 0.000320724 -3.65952 0.00395043
-3.66024 0.000321244 -3.66141 0.00499123
-3.66024 0.00028558 -3.66028 0.00317633
-3.66012 0.000280896 -3.65905 0.0037024
-3.66008 0.000259264 -3.65961 0.00366719
-3.66008 0.00023766 -3.66007 0.00437414
-3.66001 0.000227498 -3.65926 0.00444522
-3.66002 0.000211469 -3.66015 0.00457901
-3.65995 0.000209125 -3.65895 0.00392007
-3.65999 0.00019868 -3.66048 0.00499538
-3.65991 0.000199346 -3.65878 0.00434035
-3.65988 0.000190996 -3.65932 0.00488581
-3.65983 0.000187038 -3.65896 0.0048907
-3.65985 0.000178109 -3.66008 0.00406294
-3.65984 0.000169657 -3.65978 0.00410173
-3.65987 0.000163791 -3.66039 0.00453072
-3.65987 0.000156732 -3.65997 0.003664
-3.65985 0.000152351 -3.65925 0.00556032
-3.65983 0.000147317 -3.6594 0.00517817
-3.65985 0.000143636 -3.66046 0.00315503
-3.65987 0.000139251 -3.6603 0.00423378
-3.65985 0.000135981 -3.65926 0.00261824
-3.65982 0.00013435 -3.65901 0.00418715
-3.65988 0.000141643 -3.66154 0.00401236
