-526.313 0 -526.313 10.0145
-525.247 0.753483 -524.182 15.4071
-525.867 0.713003 -527.107 14.4286
-527.134 1.22064 -530.935 16.1317
-528.447 1.52725 -533.699 12.9832
-528.445 1.27271 -528.436 14.2884
-528.351 1.09441 -527.783 14.6724
-528.997 1.13258 -533.523 14.9149
-528.591 1.07692 -525.347 12.4162
-528.877 1.00627 -531.443 10.3825
-529.007 0.923166 -530.308 12.1831
-528.903 0.852082 -527.758 14.3896
-529.078 0.80429 -531.176 14.451
-528.95 0.756835 -527.296 16.9936
-528.997 0.707836 -529.655 12.6253
-528.196 1.02109 -516.173 18.0558
-528.266 0.96344 -529.39 16.5846
-528.166 0.915101 -526.464 13.5921
-528.557 0.946847 -535.598 15.0894
-528.664 0.905564 -530.703 21.2338
-528.174 0.986113 -518.376 15.9698
-528.405 0.967767 -533.237 24.532
-528.157 0.956891 -522.705 8.35054
-528.499 0.976361 -536.374 18.4519
-528.268 0.96433 -522.715 16.0728
-528.245 0.927503 -527.683 16.8094
-528.384 0.903422 -531.983 15.917
-528.294 0.875638 -525.861 18.7183
-528.205 0.849924 -525.721 12.5163
-528.016 0.842306 -522.54 15.6097
