1.79033 0 1.79033 0.019521
1.78547 0.00343639 1.78061 0.0133438
1.78805 0.00310966 1.7932 0.0124746
1.78586 0.00300438 1.7793 0.0117829
1.78666 0.00250757 1.78986 0.0163298
1.78905 0.00301822 1.80097 0.016931
1.79245 0.00408004 1.8129 0.0274263
1.79937 0.00738779 1.84777 0.0250174
1.80693 0.00969441 1.86744 0.0278168
1.8116 0.00978579 1.85364 0.039868
1.80947 0.00912635 1.78811 0.0187931
1.80747 0.00858167 1.78549 0.0266464
1.8117 0.0089047 1.8625 0.026235
1.8109 0.00830518 1.8004 0.0138328
1.81139 0.00776603 1.81827 0.0155203
1.81267 0.00738636 1.83196 0.0201194
1.81333 0.00698118 1.82387 0.0291515
1.81251 0.00664133 1.79857 0.017099
1.81536 0.00687748 1.86672 0.0203033
1.81778 0.00694544 1.86371 0.0237889
1.81918 0.00675403 1.84715 0.0247358
1.81908 0.00644779 1.81695 0.0179457
1.81758 0.00633927 1.7846 0.0145836
1.81761 0.00607521 1.81832 0.0268504
1.81838 0.00588088 1.83688 0.0132124
1.81992 0.0058531 1.85845 0.0192935
1.81968 0.00564132 1.81338 0.023399
1.82051 0.00550092 1.84299 0.0179404
1.82226 0.00558142 1.87114 0.026106
1.8214 0.00546092 1.79652 0.0217448
