-4.38594 0 -4.38594 0.0834541
-4.37706 0.00627903 -4.36818 0.128393
-4.38223 0.00594169 -4.39256 0.120238
-4.39278 0.010172 -4.42446 0.134431
-4.40373 0.0127271 -4.44749 0.108194
-4.40371 0.0106059 -4.40363 0.11907
-4.40292 0.00912006 -4.39819 0.12227
-4.40831 0.00943819 -4.44602 0.124291
-4.40493 0.00897436 -4.37789 0.103468
-4.4073 0.00838557 -4.42869 0.086521
-4.40839 0.00769305 -4.41923 0.101526
-4.40752 0.00710068 -4.39798 0.119913
-4.40898 0.00670241 -4.42647 0.120425
-4.40792 0.00630696 -4.39414 0.141613
-4.40831 0.00589863 -4.41379 0.10521
-4.40163 0.00850908 -4.30144 0.150465
-4.40222 0.00802867 -4.41159 0.138205
-4.40138 0.00762584 -4.3872 0.113268
-4.40464 0.00789039 -4.46331 0.125745
-4.40554 0.00754637 -4.42253 0.176949
-4.40145 0.00821761 -4.3198 0.133081
-4.40337 0.00806472 -4.44364 0.204433
-4.40131 0.00797409 -4.35587 0.0695879
-4.40416 0.00813634 -4.46979 0.153766
-4.40223 0.00803608 -4.35596 0.13394
-4.40204 0.00772919 -4.39736 0.140078
-4.4032 0.00752852 -4.43319 0.132642
-4.40245 0.00729699 -4.38218 0.155986
-4.40171 0.0070827 -4.38101 0.104303
-4.40013 0.00701921 -4.3545 0.130081
