-26.6234 0 -26.6234 15.0472
-27.8286 0.852186 -29.0337 15.5976
-34.1514 5.19377 -46.7972 16.515
-32.0262 4.30824 -25.6507 13.2
-27.9799 4.9977 -11.7947 23.1568
-28.9736 4.26239 -33.9421 19.4786
-28.4693 3.6832 -25.4433 36.8247
-28.4977 3.22291 -28.6968 39.3904
-28.7219 2.87259 -30.515 26.6303
-26.8568 3.13281 -10.0714 31.67
-28.3426 3.18087 -43.2 14.0949
-29.162 3.01949 -38.1753 17.5584
-27.0466 3.44951 -1.66241 21.4179
-26.9688 3.20399 -25.9576 12.2854
-28.3549 3.27653 -47.7604 25.1969
-28.3589 3.07175 -28.4183 15.1858
-28.069 2.9047 -23.4312 25.0193
-28.439 2.76679 -34.7291 14.7993
-28.3842 2.62172 -27.3977 24.4998
-28.0999 2.506 -22.697 27.1472
-28.0522 2.38712 -27.0988 18.6785
-27.5757 2.3257 -17.5682 20.6172
-27.7996 2.23534 -32.7271 26.2502
-28.0749 2.15908 -34.4061 22.3215
-28.0519 2.07284 -27.5 18.1748
-27.8683 2.00124 -23.2774 34.8649
-28.6133 2.06115 -47.9852 13.5294
-29.0093 2.02521 -39.6992 18.8666
-29.2666 1.97166 -36.4722 19.3032
-29.3124 1.90647 -30.6407 16.7834
