0 -0.456064 0.00293869
1 -0.490377 0.00358829
2 -0.51953 0.00369783
3 -0.544707 0.00389058
4 -0.570057 0.00391503
5 -0.590814 0.0050493
6 -0.606251 0.00457337
7 -0.6227 0.00443855
8 -0.630955 0.00434204
9 -0.642124 0.00491934
10 -0.655127 0.00478861
11 -0.665736 0.00486986
12 -0.675432 0.00528353
13 -0.678298 0.0045951
14 -0.692049 0.00422566
15 -0.699992 0.00389226
16 -0.705743 0.00277973
17 -0.706534 0.00456894
18 -0.711696 0.0036381
19 -0.716625 0.00371762
20 -0.723838 0.00358323
21 -0.728984 0.00386237
22 -0.736423 0.00503883
23 -0.741803 0.00544428
24 -0.748652 0.00614016
25 -0.749684 0.00584687
26 -0.747132 0.00533363
27 -0.748505 0.00471955
28 -0.751034 0.00422162
29 -0.749212 0.00406482
30 -0.753698 0.00465745
31 -0.751708 0.00432238
32 -0.749249 0.0040607
33 -0.749037 0.00452853
34 -0.75331 0.00511315
35 -0.760793 0.00475582
36 -0.763461 0.00429288
37 -0.765164 0.00403192
38 -0.768166 0.00401387
39 -0.767232 0.00453046
40 -0.768179 0.00383171
41 -0.771419 0.0045766
42 -0.768307 0.00406718
43 -0.769769 0.0040557
44 -0.765223 0.00312727
45 -0.764259 0.00321413
46 -0.765074 0.00339589
47 -0.767511 0.00317653
48 -0.767109 0.00306106
49 -0.765225 0.00371836
50 -0.772617 0.00336848
51 -0.773247 0.00331585
52 -0.775909 0.0032042
53 -0.774452 0.00327771
54 -0.778086 0.00376501
55 -0.782201 0.00436715
56 -0.777957 0.00402577
57 -0.776879 0.00413092
58 -0.773916 0.00366605
59 -0.775592 0.00263077
60 -0.779178 0.0025785
61 -0.781201 0.00304268
62 -0.778148 0.00346895
63 -0.778244 0.00327842
64 -0.777324 0.00314579
65 -0.779481 0.00348138
66 -0.781777 0.00392337
67 -0.778882 0.00420169
68 -0.776285 0.00404216
69 -0.776504 0.00358827
70 -0.775545 0.00349311
71 -0.775193 0.00313666
72 -0.775356 0.00307433
73 -0.775007 0.00310369
74 -0.778804 0.00220942
75 -0.779214 0.00282723
76 -0.782611 0.00231258
77 -0.780862 0.00356249
78 -0.78431 0.00324308
79 -0.781387 0.00350922
80 -0.783019 0.00370434
81 -0.78285 0.00403991
82 -0.781741 0.00347991
83 -0.781348 0.00405162
84 -0.779998 0.00404343
85 -0.783286 0.00355121
86 -0.784519 0.00264805
87 -0.786688 0.00251325
88 -0.787372 0.00340818
89 -0.784899 0.00338408
90 -0.781841 0.00376876
91 -0.779377 0.00366439
92 -0.778095 0.0033663
93 -0.778272 0.00405318
94 -0.777217 0.00340097
95 -0.77737 0.00350683
96 -0.780732 0.00332183
97 -0.778233 0.00317991
98 -0.781771 0.00346032
99 -0.779515 0.00405548
100 -0.777212 0.00382832
101 -0.775522 0.00345447
102 -0.779421 0.00425062
103 -0.781885 0.00425259
104 -0.779174 0.00377056
105 -0.775758 0.00399806
106 -0.776046 0.0038893
107 -0.773017 0.00462631
108 -0.771379 0.0043166
109 -0.776283 0.00402127
110 -0.781084 0.00378026
111 -0.778774 0.00311683
112 -0.779031 0.00299614
113 -0.779823 0.00294415
114 -0.780187 0.0032555
115 -0.783891 0.00375921
116 -0.781227 0.00384915
117 -0.780888 0.0036646
118 -0.779792 0.00385093
119 -0.777995 0.00404603
120 -0.775679 0.00367341
121 -0.777896 0.00313322
122 -0.777141 0.00271997
123 -0.779582 0.00270858
124 -0.781844 0.00285282
125 -0.781839 0.00242245
126 -0.780159 0.00329844
127 -0.779857 0.00314245
128 -0.775277 0.00391893
129 -0.77711 0.00368187
130 -0.779636 0.00364502
131 -0.780245 0.00358168
132 -0.78087 0.00374041
133 -0.781887 0.0032792
134 -0.783477 0.00353253
135 -0.781027 0.00339068
136 -0.782863 0.00340698
137 -0.779765 0.00322499
138 -0.781697 0.00359131
139 -0.781671 0.00351938
140 -0.782608 0.00419141
141 -0.783225 0.00366596
142 -0.785119 0.00340667
143 -0.78319 0.00357229
144 -0.782003 0.00343894
145 -0.782967 0.00285861
146 -0.779495 0.00311834
147 -0.778205 0.00272013
148 -0.781056 0.00254938
149 -0.783521 0.00272632
150 -0.787211 0.00332599
151 -0.78888 0.00286339
152 -0.787137 0.00285089
153 -0.781983 0.00300908
154 -0.780564 0.00266211
155 -0.779083 0.00293461
156 -0.777045 0.00315729
157 -0.776595 0.00275127
158 -0.779249 0.00282071
159 -0.777544 0.00280673
160 -0.777055 0.00310793
161 -0.776614 0.00316618
162 -0.77605 0.00296523
163 -0.772928 0.00324611
164 -0.772756 0.00297761
165 -0.775181 0.00376368
166 -0.777666 0.00398387
167 -0.778367 0.00353581
168 -0.778849 0.00368855
169 -0.774981 0.00372198
170 -0.776447 0.00368313
171 -0.77742 0.0033132
172 -0.772578 0.0037681
173 -0.777614 0.00392018
174 -0.777081 0.00375456
175 -0.782741 0.00361404
176 -0.783477 0.00357138
177 -0.78517 0.00323768
178 -0.784781 0.00331469
179 -0.7847 0.00326215
180 -0.785422 0.00302694
181 -0.787219 0.00373618
182 -0.788665 0.00319621
183 -0.78412 0.00374145
184 -0.782538 0.00300199
185 -0.786017 0.00338086
186 -0.785603 0.0035723
187 -0.785066 0.00306796
188 -0.788455 0.00370656
189 -0.785805 0.00379621
190 -0.781772 0.00357151
191 -0.783084 0.00299923
192 -0.784563 0.00316119
193 -0.785176 0.00390286
194 -0.786494 0.00333093
195 -0.787313 0.00260226
196 -0.788809 0.0022483
197 -0.785988 0.00284093
198 -0.785316 0.003385
199 -0.781989 0.00367984
200 -0.783373 0.0041305
201 -0.787427 0.00378569
202 -0.787257 0.00395557
203 -0.786644 0.00401804
204 -0.783088 0.00446601
205 -0.780086 0.00445427
206 -0.779881 0.0039667
207 -0.783569 0.0028719
208 -0.781089 0.00283868
209 -0.783032 0.00304946
210 -0.782956 0.00364988
211 -0.786027 0.00363806
212 -0.786263 0.0030659
213 -0.784898 0.0035191
214 -0.78329 0.00397732
215 -0.780761 0.00417605
216 -0.781785 0.00398118
217 -0.780699 0.00475321
218 -0.781291 0.00398786
219 -0.781266 0.00400499
220 -0.785518 0.00312298
221 -0.784032 0.00338119
222 -0.783845 0.00305368
223 -0.783435 0.00347537
224 -0.782531 0.00336782
225 -0.783978 0.00360416
