           1    -5.52779    -5.52779           0
           2     -5.4364    -5.48209   0.0323117
           3    -5.52522    -5.49647   0.0245319
           4    -5.54867    -5.50952   0.0215934
           5    -5.55096    -5.51781   0.0187978
           6    -5.45556    -5.50743   0.0183055
           7    -5.45661    -5.50017   0.0170697
           8     -5.3145    -5.47696   0.0263517
           9    -5.29437    -5.45667   0.0302414
          10     -5.4011    -5.45112   0.0277232
          11    -5.40056    -5.44652    0.025581
          12    -5.39229      -5.442   0.0238452
          13    -5.50638    -5.44695   0.0225193
          14    -5.53286    -5.45309   0.0217307
          15    -5.58331    -5.46177   0.0219475
          16    -5.50704     -5.4646   0.0207574
          17    -5.45874    -5.46426   0.0195392
          18    -5.44457    -5.46316   0.0184843
          19    -5.39644    -5.45965   0.0178419
          20    -5.38288    -5.45581   0.0173578
          21    -5.50334    -5.45808   0.0166781
          22     -5.4272    -5.45667    0.015979
          23    -5.52066    -5.45945   0.0155245
          24    -5.55527    -5.46345   0.0153825
          25    -5.48789    -5.46442   0.0147982
          26    -5.41976    -5.46271   0.0143284
          27    -5.40562    -5.46059   0.0139528
          28    -5.38225    -5.45779   0.0137322
          29     -5.4087     -5.4561   0.0133626
          30    -5.47383    -5.45669   0.0129302
          31    -5.59807    -5.46125   0.0132931
          32    -5.51195    -5.46284   0.0129717
          33    -5.57405    -5.46621   0.0130091
          34    -5.58674    -5.46975   0.0131006
          35    -5.56548    -5.47249   0.0130087
          36    -5.49701    -5.47317   0.0126651
          37    -5.60683    -5.47678   0.0128277
          38     -5.5473    -5.47864   0.0126236
          39    -5.52339    -5.47978    0.012352
          40    -5.58493    -5.48241   0.0123197
          41    -5.58679    -5.48496   0.0122794
          42      -5.559    -5.48672    0.012113
          43    -5.54685    -5.48812   0.0119117
          44    -5.52258     -5.4889   0.0116667
          45    -5.47852    -5.48867   0.0114097
          46    -5.51144    -5.48917   0.0111724
          47    -5.51064    -5.48962   0.0109441
          48    -5.49776    -5.48979   0.0107174
          49    -5.48864    -5.48977   0.0104987
          50     -5.5392    -5.49076   0.0103351
          51    -5.39025    -5.48879   0.0103187
          52    -5.47345    -5.48849   0.0101244
          53    -5.51287    -5.48895  0.00994386
          54    -5.50427    -5.48924  0.00976376
          55    -5.46709    -5.48883  0.00959454
          56    -5.41425     -5.4875   0.0095152
          57    -5.39587    -5.48589   0.0094831
          58    -5.39217    -5.48428  0.00945628
          59    -5.42816    -5.48333  0.00934371
          60    -5.40495    -5.48202  0.00927884
          61    -5.46219     -5.4817  0.00913242
          62    -5.38626    -5.48016  0.00911394
          63    -5.40498    -5.47896  0.00904705
          64    -5.46819    -5.47879  0.00890725
          65    -5.42074     -5.4779  0.00881489
          66    -5.37306    -5.47631  0.00882331
          67     -5.3642    -5.47464  0.00884888
          68    -5.35756    -5.47292  0.00888467
          69    -5.46683    -5.47283  0.00875634
          70    -5.51301     -5.4734  0.00865004
          71    -5.54948    -5.47448  0.00859432
          72    -5.48701    -5.47465  0.00847672
          73    -5.47695    -5.47468  0.00836066
          74    -5.42529    -5.47401  0.00827427
