           1     1.07866     1.07866           0
           2     1.55419     1.31643    0.168126
           3     1.12297     1.25194    0.123835
           4     1.07367     1.20737    0.100577
           5     1.01886     1.16967   0.0872426
           6     1.46982      1.2197   0.0858549
           7     1.47394     1.25602   0.0809086
           8     1.99852     1.34883    0.112024
           9     2.17299      1.4404    0.131793
          10     1.86164     1.48253    0.125165
          11     1.76092     1.50783    0.116317
          12     1.69474     1.52341    0.107661
          13     1.23665     1.50135    0.101614
          14     1.04612     1.46884   0.0994228
          15    0.850983     1.42765    0.100967
          16     1.20868     1.41396   0.0955797
          17     1.38123     1.41203   0.0899767
          18     1.44203      1.4137   0.0849935
          19     1.70426     1.42899   0.0818843
          20     1.79995     1.44754   0.0798631
          21     1.25917     1.43857   0.0765622
          22     1.66481     1.44885   0.0737695
          23     1.15614     1.43613   0.0716515
          24    0.970092     1.41671   0.0712487
          25     1.30577     1.41227   0.0685368
          26     1.55729     1.41785   0.0661273
          27     1.65425     1.42661   0.0642552
          28     1.71101     1.43676    0.062758
          29     1.62686     1.44332   0.0609353
          30     1.33185      1.4396   0.0590173
          31    0.741118     1.41707   0.0612638
          32     1.03801     1.40522   0.0604837
          33    0.819008     1.38746    0.061204
          34    0.802255     1.37025   0.0617767
          35    0.922419     1.35745   0.0613224
          36     1.31944      1.3564   0.0596281
          37    0.790921     1.34111   0.0599431
          38    0.959388     1.33107   0.0592014
          39     1.13193     1.32596   0.0579032
          40    0.786039     1.31246   0.0580076
          41    0.817565     1.30039    0.057835
          42    0.898824     1.29083   0.0572428
          43    0.983013     1.28367   0.0563574
          44     1.09323     1.27935   0.0552426
          45     1.35744     1.28108   0.0540422
          46     1.13808     1.27797   0.0529567
          47     1.23352     1.27703   0.0518384
          48     1.34563     1.27846   0.0507781
          49     1.31256     1.27915   0.0497466
          50     1.17446     1.27706   0.0487957
          51     1.78509     1.28702   0.0488452
          52     1.44111     1.28998   0.0479956
          53     1.21327     1.28854   0.0471119
          54     1.17506     1.28643   0.0462863
          55     1.34463     1.28749   0.0454568
          56     1.53912     1.29199   0.0448666
          57     1.61268     1.29761   0.0444308
          58     1.62582     1.30327   0.0440237
          59     1.52466     1.30702   0.0434371
          60      1.7068     1.31369   0.0432212
          61     1.48665     1.31652   0.0426055
          62     1.76862     1.32381   0.0425378
          63     1.73482     1.33034   0.0423599
          64     1.38987     1.33127   0.0417082
          65     1.54481     1.33455   0.0411958
          66     1.71975     1.34039   0.0409829
          67     1.77436     1.34687   0.0408799
          68      1.7856     1.35332   0.0407847
          69     1.27373     1.35216   0.0402099
          70     1.15259     1.34931   0.0397364
          71     1.13074     1.34623   0.0392958
          72     1.33141     1.34603   0.0387506
          73     1.40204      1.3468   0.0382273
          74     1.49285     1.34877   0.0377617
          75     1.39789     1.34943   0.0372639
          76     1.27538     1.34845   0.0367863
          77     1.53951     1.35093   0.0363921
          78     1.36877     1.35116   0.0359263
          79      1.3867     1.35161   0.0354743
          80    0.960364     1.34672   0.0353664
