           1   -0.425072   -0.425072           0
           2   -0.451371   -0.438221   0.0092982
           3   -0.452099   -0.442847  0.00725886
           4   -0.416176    -0.43618  0.00793615
           5   -0.405905   -0.430125  0.00834496
           6    -0.43164   -0.430377  0.00695795
           7    -0.45901   -0.434468  0.00706473
           8   -0.468861   -0.438767  0.00737466
           9   -0.481147   -0.443476  0.00791713
          10   -0.457864   -0.444914  0.00725498
          11    -0.45595   -0.445918  0.00666444
          12   -0.463617   -0.447393  0.00627017
          13   -0.464624   -0.448718  0.00592629
          14   -0.445386    -0.44848  0.00550776
          15   -0.440692   -0.447961  0.00516499
          16   -0.435122   -0.447159  0.00490412
          17   -0.425239   -0.445869  0.00478214
          18   -0.401148   -0.443385  0.00512136
          19   -0.403347   -0.441277  0.00526752
          20   -0.376274   -0.438027  0.00592258
          21   -0.419948   -0.437166  0.00570279
          22   -0.419491   -0.436363  0.00549987
          23   -0.408786   -0.435164  0.00538986
          24   -0.411434   -0.434175  0.00525519
          25   -0.385227   -0.432217   0.0053974
          26   -0.372554   -0.429922  0.00565663
          27   -0.372637   -0.427801  0.00583146
          28   -0.376242   -0.425959  0.00590677
          29   -0.375561   -0.424222  0.00595325
          30   -0.374375    -0.42256  0.00598219
          31   -0.387401   -0.421426  0.00589575
          32   -0.391055   -0.420477   0.0057874
          33    -0.40043   -0.419869  0.00564381
          34   -0.397905   -0.419223  0.00551466
          35   -0.394664   -0.418522  0.00540156
          36   -0.406087   -0.418176  0.00526255
          37   -0.415318   -0.418099  0.00512088
          38   -0.422292   -0.418209  0.00498731
          39   -0.438415   -0.418727  0.00488627
          40   -0.439885   -0.419256  0.00479266
          41   -0.458601   -0.420216  0.00477086
          42   -0.484608   -0.421749  0.00489742
          43   -0.481702   -0.423143  0.00497804
          44   -0.451773   -0.423794  0.00490725
          45   -0.439255   -0.424138  0.00481021
          46   -0.457319   -0.424859  0.00475942
          47   -0.453011   -0.425458  0.00469569
          48   -0.464031   -0.426261  0.00466612
          49     -0.4565   -0.426879  0.00461152
          50   -0.466661   -0.427674  0.00458742
          51   -0.461631    -0.42834  0.00454553
          52   -0.450151   -0.428759  0.00447743
          53   -0.467408   -0.429489  0.00445193
          54    -0.45465   -0.429955  0.00439381
          55   -0.448297   -0.430288  0.00432656
          56   -0.466785    -0.43094   0.0042981
          57   -0.477604   -0.431759  0.00429996
          58   -0.477104    -0.43254  0.00429631
          59   -0.483039   -0.433396   0.0043079
          60   -0.466739   -0.433952   0.0042718
          61   -0.451347   -0.434237  0.00421128
          62   -0.470771   -0.434826  0.00418437
          63   -0.458995    -0.43521   0.0041355
          64   -0.461145   -0.435615  0.00409069
          65   -0.442013   -0.435714  0.00402894
          66   -0.468376   -0.436209  0.00399818
          67    -0.45833   -0.436539  0.00395211
          68   -0.459958   -0.436883  0.00390897
          69   -0.479138   -0.437496  0.00389999
          70   -0.445142   -0.437605  0.00384581
          71   -0.460243   -0.437924  0.00380484
          72   -0.445629   -0.438031   0.0037535
          73   -0.454223   -0.438252  0.00370863
          74   -0.462575   -0.438581  0.00367305
          75   -0.459102   -0.438855  0.00363425
          76    -0.43222   -0.438767  0.00358748
          77   -0.423937   -0.438575  0.00354605
          78   -0.444477   -0.438651   0.0035014
          79    -0.43905   -0.438656  0.00345708
          80   -0.456768   -0.438882  0.00342127
          81   -0.480464   -0.439395  0.00341733
          82   -0.465394   -0.439712  0.00339033
          83   -0.459886   -0.439955  0.00335819
          84    -0.44338   -0.439996  0.00331846
          85   -0.454141   -0.440163  0.00328359
          86   -0.444073   -0.440208  0.00324572
          87   -0.419545   -0.439971  0.00321709
          88   -0.444683   -0.440024  0.00318098
          89   -0.451395   -0.440152   0.0031478
          90   -0.448064    -0.44024  0.00311405
          91   -0.470088   -0.440568  0.00309706
          92   -0.402598   -0.440155  0.00309077
          93   -0.437688   -0.440129  0.00305765
          94   -0.472834   -0.440477  0.00304486
          95   -0.479984   -0.440892  0.00304107
          96   -0.493269   -0.441438  0.00305794
          97   -0.470825   -0.441741  0.00304139
