0.5 0.282426 0.0143449
0.625 0.379166 0.00827132
0.75 0.429471 0.0030197
0.875 0.440668 0.00394648
1 0.421693 0.00205056
1.125 0.389591 0.00111862
1.25 0.356814 0.000707977
1.375 0.325139 0.000478037
1.5 0.293837 0.000348791
1.625 0.265503 0.000245403
1.75 0.239878 0.000170443
1.875 0.216942 0.00012649
2 0.196922 4.36528e-05
2.125 0.178988 6.30638e-05
