0.5 69.5376 1.92264
0.625 38.5528 0.997962
0.75 20.1411 0.719741
0.875 11.2619 0.453855
1 7.44744 0.198725
1.125 5.39433 0.131774
1.25 4.02613 0.0554252
1.375 3.08743 0.0288491
1.5 2.47303 0.0198267
1.625 2.09387 0.0182944
1.75 1.79213 0.0231084
1.875 1.54817 0.0150697
2 1.35212 0.0113175
2.125 1.19619 0.0140295
