0.5 78.1258 2.41354
0.625 39.2629 1.82699
0.75 20.2492 0.706807
0.875 11.0884 0.248696
1 7.35919 0.0735933
1.125 5.3691 0.0976556
1.25 4.07816 0.0456265
1.375 3.11914 0.0254596
1.5 2.49004 0.0403292
1.625 2.10277 0.0156646
1.75 1.7613 0.0145264
1.875 1.52813 0.0135914
2 1.35219 0.0114617
2.125 1.17949 0.00724855
