3.8096 0
4.38677 0.408115
4.41346 0.272948
4.53174 0.228909
4.55069 0.18391
4.66944 0.187722
4.63265 0.164472
4.62586 0.144053
4.77715 0.191683
4.77504 0.172526
4.95838 0.234854
4.95394 0.215325
5.02318 0.209596
5.12238 0.216833
5.11165 0.202643
5.16003 0.195667
5.10547 0.191615
5.09759 0.181132
5.07259 0.173315
5.03375 0.168946
5.05357 0.16206
5.03974 0.155283
5.04316 0.148569
5.03019 0.142944
4.98487 0.144232
4.96695 0.139793
4.96145 0.134724
4.92645 0.13438
4.91443 0.130283
4.88889 0.12842
4.85813 0.127908
4.82762 0.127497
4.85494 0.126526
4.82965 0.125308
4.84505 0.12267
4.8261 0.120718
4.79894 0.120472
4.84628 0.126261
4.80921 0.128347
4.80299 0.125289
4.81546 0.122852
4.79599 0.12146
4.78845 0.118869
4.78615 0.11619
4.80311 0.114838
4.84573 0.119989
4.82633 0.118994
4.85324 0.119519
4.8375 0.118112
4.84242 0.115852
4.82602 0.114736
4.81312 0.113252
4.81411 0.11112
4.85805 0.117428
4.86824 0.115734
4.88013 0.114277
4.8715 0.112598
4.85187 0.112354
4.86531 0.11125
4.84846 0.110664
4.85606 0.109111
4.83641 0.109107
4.82936 0.107603
4.81475 0.106909
4.81627 0.105275
4.82149 0.10381
4.8117 0.10272
4.83033 0.102884
4.82367 0.101608
4.81878 0.100274
4.82225 0.0989219
4.85109 0.101666
4.84659 0.100373
4.85924 0.0998102
4.88407 0.101521
4.86798 0.101451
4.86813 0.100134
4.86519 0.0988931
4.86942 0.0977316
4.87844 0.0969257
4.88255 0.0958158
4.88188 0.0946497
4.87942 0.0935412
4.87035 0.0928659
4.86697 0.0918348
4.86348 0.0908334
4.86518 0.0898054
4.87695 0.0895517
4.88411 0.0888315
4.89157 0.0881575
4.88033 0.0879026
4.8868 0.0871847
4.88074 0.0864571
4.87497 0.0857299
4.86811 0.0851017
4.8784 0.0848353
4.86452 0.0850891
4.85425 0.0848377
4.86689 0.0849162
