0 -nan
5.46114 3.86161
8.79576 3.69431
6.59682 3.42627
5.27746 3.09316
4.39788 2.72686
3.76961 2.41416
4.03756 2.15264
4.77225 1.9269
4.29503 1.83765
3.90457 1.71596
3.57919 1.60564
3.30387 1.50646
4.32659 1.44219
4.03815 1.62784
4.69106 1.55346
5.52644 1.5884
5.21941 1.68277
4.94471 1.6178
4.69747 1.55658
5.22152 1.5026
4.98418 1.51423
4.76747 1.46446
4.56883 1.4173
4.38607 1.37265
4.25227 1.33023
4.09478 1.28658
3.94854 1.249
3.81238 1.21337
3.6853 1.17956
3.56642 1.14745
3.45497 1.11695
4.45721 1.10168
4.32611 1.43512
4.20251 1.3993
4.08577 1.36515
3.97535 1.33258
3.98396 1.30137
3.88181 1.26769
3.78476 1.23959
3.69245 1.21267
3.99136 1.18768
3.89854 1.19513
3.80994 1.17117
3.82061 1.14804
4.29983 1.12508
4.20835 1.19466
4.75217 1.17548
4.65519 1.26622
4.56209 1.24427
4.47263 1.22303
4.38662 1.20248
4.40502 1.18253
4.32345 1.16062
4.24484 1.14213
4.16904 1.1242
4.0959 1.10681
4.02528 1.08993
4.19507 1.07373
4.12515 1.06862
4.05753 1.0532
3.99208 1.0382
4.07097 1.02363
4.00736 1.01048
3.94571 0.996784
3.88592 0.983439
3.82793 0.970437
3.77163 0.957764
3.71697 0.945409
3.66387 0.933361
3.61227 0.921608
3.75899 0.910285
3.94666 0.909421
3.89333 0.915713
3.84142 0.904952
3.79087 0.894432
3.74164 0.884147
3.69367 0.87409
3.64691 0.864252
3.60133 0.854628
3.55687 0.845211
3.82479 0.836503
3.77871 0.867236
3.73372 0.858058
3.7104 0.849057
3.97702 0.839931
4.15484 0.870788
4.27757 0.878497
4.22951 0.876926
4.22651 0.868414
4.33474 0.858898
4.28762 0.856169
4.24152 0.848194
4.1964 0.840361
4.15222 0.832665
4.10897 0.825104
4.06661 0.817674
4.02511 0.810373
3.98446 0.803196
3.95067 0.796138
4.03817 0.788967
3.99858 0.785945
3.95975 0.779264
3.92168 0.772691
3.88433 0.766225
3.84769 0.759863
3.98242 0.753707
4.07842 0.758479
4.04606 0.757435
4.00928 0.751204
4.05358 0.745301
4.01738 0.739917
3.98183 0.734216
3.9469 0.7286
3.91258 0.723065
3.87885 0.717612
3.8457 0.712237
3.98038 0.707042
3.94693 0.713582
3.91404 0.708387
3.88169 0.703265
4.05134 0.698377
4.0184 0.712663
3.986 0.707647
3.95411 0.702699
3.92273 0.697816
3.99061 0.69302
3.95943 0.690855
4.03181 0.6862
4.20752 0.684823
4.1754 0.701427
4.18144 0.696817
4.15 0.691589
4.24808 0.687164
4.26295 0.688917
4.23161 0.683996
4.20072 0.679698
4.17028 0.675451
4.20245 0.671255
4.21966 0.667204
4.18974 0.662679
4.29857 0.658724
4.36343 0.662929
4.33313 0.661436
4.41158 0.657575
4.38136 0.657659
4.48367 0.653909
4.63771 0.657446
4.60658 0.670588
4.57587 0.66682
4.60808 0.663092
4.70362 0.659532
4.67288 0.662006
4.80777 0.658487
4.84559 0.66773
4.81452 0.664497
4.84795 0.660973
4.81726 0.657614
4.79119 0.654175
4.90427 0.650648
4.8738 0.656229
4.84372 0.652868
4.814 0.649539
4.87928 0.646257
4.84971 0.645581
4.82049 0.642353
4.90568 0.639185
4.87648 0.640957
4.84762 0.637814
4.98901 0.634788
4.95984 0.646444
4.931 0.643329
4.9025 0.640241
4.87432 0.637182
4.84647 0.634149
4.81893 0.631144
4.79171 0.628165
4.76479 0.625212
4.73817 0.622285
4.79985 0.619398
4.82532 0.619
4.7988 0.61611
4.8471 0.613308
4.8267 0.611846
4.80061 0.608869
4.90567 0.606189
5.05526 0.611978
5.02837 0.626543
5.04431 0.623791
5.01776 0.620703
4.99149 0.61801
4.96549 0.615337
4.93976 0.612687
4.9143 0.610058
5.001 0.607479
5.04081 0.610472
5.01522 0.608651
4.98989 0.606104
5.00553 0.603575
4.9805 0.600753
4.95572 0.598275
4.93119 0.595816
4.90689 0.593376
5.01067 0.590997
5.12298 0.597112
5.09811 0.604579
5.18332 0.602186
5.21811 0.60523
5.19314 0.603319
5.3111 0.601006
5.28593 0.609512
5.45049 0.60725
5.65739 0.62625
5.63096 0.656305
5.60477 0.653775
5.60532 0.651261
5.57949 0.648255
5.55642 0.645786
5.53105 0.643241
5.50591 0.640808
5.481 0.638393
5.45631 0.635995
5.43184 0.633613
5.40759 0.631248
5.4639 0.628909
5.43972 0.628616
5.41576 0.626303
5.4408 0.624006
5.49097 0.621782
5.48078 0.621076
5.50519 0.618467
5.54456 0.616278
5.52077 0.614875
5.49717 0.6127
5.49208 0.610538
5.46881 0.607968
5.44574 0.605841
5.42285 0.603727
5.40016 0.601627
5.44957 0.599548
5.51972 0.599087
5.49691 0.600667
5.58039 0.598644
5.55752 0.601933
5.59401 0.599906
5.5882 0.598562
5.57407 0.596163
5.59949 0.593922
5.577 0.592073
5.55469 0.590125
5.56157 0.588188
5.62285 0.585901
5.60063 0.586753
5.67233 0.584874
5.71098 0.586925
5.68867 0.585891
5.66654 0.584029
5.73573 0.582193
5.76615 0.58401
5.74397 0.582546
5.773 0.580732
5.83057 0.579241
5.8084 0.579868
5.7864 0.57809
5.80718 0.576321
5.78535 0.574523
5.76368 0.572781
5.75932 0.571046
5.73791 0.568937
5.71666 0.567227
5.69557 0.565527
5.67463 0.563836
5.65384 0.562154
5.63321 0.560481
5.61272 0.558818
5.59239 0.557163
5.5722 0.555518
5.55215 0.553881
5.53941 0.552253
5.5338 0.550423
5.55317 0.548491
5.55477 0.546882
5.53514 0.544949
5.586 0.543386
5.5664 0.543836
5.54693 0.542283
5.58556 0.540741
5.56617 0.54023
5.54691 0.538704
5.52778 0.537187
5.50878 0.535677
5.48992 0.534175
5.47118 0.53268
5.47077 0.531192
5.52103 0.529397
5.50238 0.529971
5.54625 0.528515
5.52764 0.528545
5.50915 0.527101
5.51169 0.525663
5.49338 0.523921
5.48009 0.522502
5.48462 0.520942
5.46658 0.519246
5.46224 0.517853
5.44439 0.516176
5.42666 0.5148
5.40904 0.51343
5.39154 0.512067
5.44107 0.510718
5.42357 0.511455
5.41525 0.51011
5.39795 0.508546
5.38076 0.507218
5.36368 0.505895
5.38855 0.50458
5.37155 0.503595
5.39505 0.502296
5.43666 0.501271
5.41968 0.501416
5.40279 0.500138
5.43604 0.498869
5.48029 0.498428
5.46337 0.498836
5.44656 0.497585
5.42999 0.496339
5.46837 0.495098
5.4517 0.495063
5.43512 0.493836
5.41865 0.492615
5.40228 0.491398
5.39307 0.490187
5.39551 0.488799
5.39468 0.487339
5.37858 0.485884
5.36257 0.484702
5.34666 0.483525
5.33084 0.482353
5.3628 0.481189
5.34702 0.480826
5.33134 0.479672
5.3783 0.478529
5.36262 0.479417
5.34703 0.478277
5.3634 0.477142
5.3479 0.476041
5.33249 0.474919
5.32247 0.473801
5.30722 0.472547
5.33685 0.471443
5.32164 0.471023
5.30653 0.469927
5.29149 0.468837
5.33965 0.467757
5.32461 0.468897
5.32877 0.467818
5.31385 0.466525
5.299 0.465458
5.28424 0.464396
5.26957 0.463338
5.25497 0.462284
5.24045 0.461235
5.22602 0.460191
5.23935 0.45915
5.225 0.458084
5.21072 0.457055
5.19652 0.45603
5.1824 0.455009
5.17914 0.453993
5.16514 0.452776
5.17101 0.451769
5.15711 0.450592
5.14413 0.449596
5.18981 0.448585
5.18805 0.449694
5.17425 0.448501
5.16052 0.447521
5.14687 0.446546
5.1703 0.445575
5.19681 0.445015
5.18317 0.444631
5.16961 0.443674
5.15611 0.442721
5.14268 0.441772
5.12932 0.440827
5.11603 0.439885
5.10281 0.438947
5.15281 0.438019
5.13956 0.439722
5.12638 0.438792
5.11327 0.437865
5.10023 0.436943
5.08725 0.436023
5.08969 0.435107
5.08605 0.434011
5.07321 0.43293
5.06043 0.432028
5.04772 0.431129
5.08615 0.430238
5.07343 0.430866
5.11925 0.429983
5.10652 0.431335
5.09478 0.430451
5.08217 0.429544
5.06962 0.428667
5.07678 0.427792
5.06431 0.4268
5.09302 0.425936
5.08057 0.425856
5.06818 0.424998
5.08572 0.424143
5.07337 0.423473
5.06109 0.422626
5.04887 0.421782
5.03994 0.420941
5.03901 0.420022
5.02692 0.419015
5.06798 0.41819
5.05589 0.419193
5.11072 0.418375
5.12922 0.420942
5.11706 0.420348
5.10497 0.419528
5.09293 0.418712
5.10115 0.417898
5.11381 0.416997
5.10183 0.416211
5.11988 0.415409
5.19041 0.414844
5.17834 0.419804
5.20359 0.419003
5.19155 0.418789
5.22649 0.417997
5.21444 0.418484
5.20246 0.417694
5.20777 0.416906
5.23882 0.415987
5.25592 0.416189
5.24395 0.41559
5.25221 0.414816
5.29915 0.413963
5.34621 0.415671
5.3404 0.417375
5.35187 0.416475
5.34298 0.415695
5.34138 0.414857
5.32943 0.413931
5.32154 0.413178
5.30969 0.412332
5.36123 0.411591
5.34934 0.413878
5.33751 0.413132
5.32572 0.412388
5.31728 0.411647
5.3056 0.410827
5.30284 0.410091
5.32117 0.409203
5.30955 0.408717
5.29798 0.40799
5.28646 0.407266
5.275 0.406544
5.26358 0.405824
5.25221 0.405107
5.24782 0.404392
5.31966 0.403559
5.30824 0.40901
5.29688 0.408292
5.28556 0.407577
5.27429 0.406863
5.26307 0.406153
5.29041 0.405446
5.30681 0.405503
5.32789 0.404977
5.33069 0.404667
5.35681 0.403826
5.34555 0.403817
5.33435 0.403126
5.3759 0.402442
5.36468 0.403731
5.3746 0.403045
5.36343 0.402328
5.3523 0.401647
5.34122 0.400969
5.33018 0.400292
5.34148 0.399618
5.33048 0.398954
5.35192 0.398286
5.35482 0.398043
5.34387 0.397239
5.33296 0.396578
5.3221 0.395919
5.33135 0.395262
5.34317 0.394568
5.3324 0.393945
5.32162 0.393295
5.31089 0.392649
5.30021 0.392004
5.28957 0.391361
5.27897 0.390721
5.26841 0.390082
5.26811 0.389445
5.27243 0.388669
5.26194 0.387919
5.2515 0.38729
5.2411 0.386663
5.23075 0.386037
5.22043 0.385414
5.21015 0.384792
5.21559 0.384172
5.20536 0.383457
